#! FIELDS model.node-0 file.free der_model.node-0
#! SET min_model.node-0 -20.6088
#! SET max_model.node-0 21.9226
#! SET nbins_model.node-0  12031
#! SET periodic_model.node-0 false
  -20.608800000   -0.000000000   -0.000000000
  -20.605264555   -0.000440315   -0.201667333
  -20.601729111   -0.001684066   -0.601169967
  -20.598193666   -0.005057815   -1.397023263
  -20.594658221   -0.012326187   -2.837222319
  -20.591122776   -0.026004866   -5.016522511
  -20.587587332   -0.048379696   -7.671539323
  -20.584051887   -0.079912471  -10.026511298
  -20.580516442   -0.117566939  -10.935601905
  -20.576980998   -0.154943152   -9.732174391
  -20.573445553   -0.183898753   -6.308795574
  -20.569910108   -0.198671605   -2.156021108
  -20.566374663   -0.200739039    0.530426409
  -20.562839219   -0.199216625   -0.373075691
  -20.559303774   -0.208278379   -5.355567938
  -20.555768329   -0.239893101  -12.657796383
  -20.552232884   -0.296825257  -19.048309050
  -20.548697440   -0.369065934  -20.897595375
  -20.545161995   -0.437594596  -16.929278875
  -20.541626550   -0.483678360   -8.766487404
  -20.538091106   -0.500119892   -0.912739558
  -20.534555661   -0.495898047    2.243520302
  -20.531020216   -0.493976886   -2.437166464
  -20.527484771   -0.521441369  -13.914121923
  -20.523949327   -0.596271159  -28.439340263
  -20.520413882   -0.719784095  -40.683645167
  -20.516878437   -0.876750684  -46.940678936
  -20.513342993   -1.042981619  -45.898395504
  -20.509807548   -1.193363501  -38.228965184
  -20.506272103   -1.308458731  -26.214313908
  -20.502736658   -1.375573998  -11.410631388
  -20.499201214   -1.388348943    4.157590766
  -20.495665769   -1.347052458   18.776213414
  -20.492130324   -1.259823704   29.766147370
  -20.488594879   -1.144271099   34.642021662
  -20.485059435   -1.022451821   33.259309283
  -20.481523990   -0.915403239   26.569280722
  -20.477988545   -0.838776294   16.379563931
  -20.474453101   -0.801225914    4.717941801
  -20.470917656   -0.805314512   -6.999480081
  -20.467382211   -0.849181332  -17.231622637
  -20.463846766   -0.921908263  -23.089332232
  -20.460311322   -1.006602927  -23.888525481
  -20.456775877   -1.085847920  -20.341518325
  -20.453240432   -1.149360967  -15.490254015
  -20.449704988   -1.197659097  -12.325933949
  -20.446169543   -1.240191627  -12.203265597
  -20.442634098   -1.285461905  -13.439153035
  -20.439098653   -1.334058588  -13.842948740
  -20.435563209   -1.381318620  -12.524032543
  -20.432027764   -1.420700576   -9.651500076
  -20.428492319   -1.449262917   -6.487994732
  -20.424956874   -1.467398799   -3.942212650
  -20.421421430   -1.478484901   -2.479780252
  -20.417885985   -1.486581600   -2.314031351
  -20.414350540   -1.498230171   -4.851852792
  -20.410815096   -1.525122683  -11.007841258
  -20.407279651   -1.579326055  -19.853152795
  -20.403744206   -1.665167869  -28.422565074
  -20.400208761   -1.776074499  -33.683579445
  -20.396673317   -1.896399708  -33.226011903
  -20.393137872   -2.004211860  -27.034523734
  -20.389602427   -2.084387677  -18.337090018
  -20.386066983   -2.134900395  -10.838176374
  -20.382531538   -2.166804194   -8.163763929
  -20.378996093   -2.200023189  -11.481725522
  -20.375460648   -2.253661368  -19.187302378
  -20.371925204   -2.337082242  -27.891798793
  -20.368389759   -2.447765698  -34.162658997
  -20.364854314   -2.571535906  -34.732718078
  -20.361318869   -2.686238567  -29.103914607
  -20.357783425   -2.771322312  -18.385044993
  -20.354247980   -2.815081388   -6.499214114
  -20.350712535   -2.820072235    3.188561921
  -20.347177091   -2.797076178    8.978781157
  -20.343641646   -2.761256871   10.822181597
  -20.340106201   -2.722905244   10.837861878
  -20.336570756   -2.684721470   10.749566824
  -20.333035312   -2.646633598   10.875005403
  -20.329499867   -2.609073862   10.001223181
  -20.325964422   -2.577697268    7.348883105
  -20.322428978   -2.561434389    1.265497342
  -20.318893533   -2.572802313   -8.316924003
  -20.315358088   -2.620987376  -18.961148441
  -20.311822643   -2.703204711  -26.499528287
  -20.308287199   -2.797030566  -24.798681196
  -20.304751754   -2.866772424  -12.909859054
  -20.301216309   -2.880923069    5.178914124
  -20.297680865   -2.833933273   19.958852725
  -20.294145420   -2.753045091   23.389367012
  -20.290609975   -2.686453183   12.056090516
  -20.287074530   -2.679118599   -8.778263112
  -20.283539086   -2.748631258  -29.727102572
  -20.280003641   -2.878495065  -41.744951853
  -20.276468196   -3.027556909  -40.363485890
  -20.272932751   -3.150623367  -27.714228231
  -20.269397307   -3.218520966  -10.347356049
  -20.265861862   -3.226801627    4.868114733
  -20.262326417   -3.190427098   14.726055206
  -20.258790973   -3.130304601   18.323949687
  -20.255255528   -3.064168562   18.392268155
  -20.251720083   -3.004929776   14.603296697
  -20.248184638   -2.966364540    6.467625612
  -20.244649194   -2.964893565   -6.360571747
  -20.241113749   -3.013369616  -20.946408062
  -20.237578304   -3.110303680  -32.976362672
  -20.234042860   -3.237589889  -37.396659436
  -20.230507415   -3.363415222  -32.559192567
  -20.226971970   -3.459761237  -21.378404728
  -20.223436525   -3.512065193   -8.294371085
  -20.219901081   -3.523557627    1.238070035
  -20.216365636   -3.507436254    7.498483506
  -20.212830191   -3.473643209   11.048845361
  -20.209294746   -3.432119846   11.882968718
  -20.205759302   -3.394275042    8.595971111
  -20.202223857   -3.380036689   -1.479862213
  -20.198688412   -3.410334569  -16.079495279
  -20.195152968   -3.492986186  -29.853582652
  -20.191617523   -3.611672885  -35.348307641
  -20.188082078   -3.727844547  -28.204697973
  -20.184546633   -3.798522096  -10.600676948
  -20.181011189   -3.798806108   10.442747984
  -20.177475744   -3.731448379   26.529669743
  -20.173940299   -3.623135733   33.065502188
  -20.170404855   -3.508452639   30.454437858
  -20.166869410   -3.416268744   21.159524081
  -20.163333965   -3.361814795    9.498177884
  -20.159798520   -3.349173223   -2.201265613
  -20.156263076   -3.374828436  -12.089899554
  -20.152727631   -3.431719049  -19.554275590
  -20.149192186   -3.510833054  -24.520911555
  -20.145656741   -3.600009915  -24.952931954
  -20.142121297   -3.681965171  -20.807778828
  -20.138585852   -3.742558089  -12.989417836
  -20.135050407   -3.773190489   -4.501480705
  -20.131514963   -3.777360683    1.929941320
  -20.127979518   -3.763290537    5.301883221
  -20.124444073   -3.741921386    6.679808000
  -20.120908628   -3.716585310    7.789463945
  -20.117373184   -3.686348031    9.343329213
  -20.113837739   -3.652295728    9.572130807
  -20.110302294   -3.620328518    8.314429645
  -20.106766850   -3.596902425    4.821353670
  -20.103231405   -3.587521379    0.450248499
  -20.099695960   -3.593700347   -4.040445657
  -20.096160515   -3.617515236   -9.774098825
  -20.092625071   -3.665413735  -17.809955024
  -20.089089626   -3.743642776  -26.267305376
  -20.085554181   -3.848504755  -32.397642722
  -20.082018736   -3.964944389  -32.009121510
  -20.078483292   -4.067678172  -25.252647200
  -20.074947847   -4.139516461  -15.354890506
  -20.071412402   -4.180537815   -8.706697326
  -20.067876958   -4.206955858   -6.939030301
  -20.064341513   -4.232655632   -7.483398401
  -20.060806068   -4.256717429   -5.395617978
  -20.057270623   -4.266251978    0.639615916
  -20.053735179   -4.248541992    9.473528620
  -20.050199734   -4.201996387   16.337128919
  -20.046664289   -4.139253737   18.050051443
  -20.043128845   -4.082423560   13.066894760
  -20.039593400   -4.052091645    3.772290085
  -20.036057955   -4.059099527   -7.599645452
  -20.032522510   -4.104064978  -17.213709372
  -20.028987066   -4.175505144  -22.386529436
  -20.025451621   -4.255250890  -21.938019575
  -20.021916176   -4.326188729  -17.965914040
  -20.018380732   -4.380315739  -12.990777888
  -20.014845287   -4.422047995  -11.211379868
  -20.011309842   -4.461345877  -11.164916837
  -20.007774397   -4.501760458  -11.139754630
  -20.004238953   -4.534861275   -6.659049754
  -20.000703508   -4.542966673    3.133302074
  -19.997168063   -4.509912843   15.323071092
  -19.993632618   -4.439536783   23.297864979
  -19.990097174   -4.359197523   20.059619697
  -19.986561729   -4.311688998    5.132460484
  -19.983026284   -4.330351913  -15.886182642
  -19.979490840   -4.420704008  -33.894477448
  -19.975955395   -4.558899984  -42.110955574
  -19.972419950   -4.704064187  -38.196353174
  -19.968884505   -4.819647210  -26.226951118
  -19.965349061   -4.888364449  -12.864623083
  -19.961813616   -4.915268243   -3.213700106
  -19.958278171   -4.916091633    1.621227767
  -19.954742727   -4.908735800    1.813783599
  -19.951207282   -4.907935962   -1.939747649
  -19.947671837   -4.926263740   -8.550195129
  -19.944136392   -4.969796747  -15.869728607
  -19.940600948   -5.034723779  -20.146270992
  -19.937065503   -5.105142825  -18.374418386
  -19.933530058   -5.156447266   -9.586063478
  -19.929994613   -5.166573345    4.489381210
  -19.926459169   -5.125631421   18.113399366
  -19.922923724   -5.045599489   25.675365828
  -19.919388279   -4.958016376   22.213293890
  -19.915852835   -4.900427971    9.177313994
  -19.912317390   -4.897357886   -7.174161183
  -19.908781945   -4.946565935  -19.228683377
  -19.905246500   -5.020847229  -20.359697022
  -19.901711056   -5.076659397   -9.636214507
  -19.898175611   -5.081666388    7.182661386
  -19.894640166   -5.028826826   21.749253790
  -19.891104722   -4.938226736   27.725319731
  -19.887569277   -4.843962066   23.972401707
  -19.884033832   -4.776100690   14.232614597
  -19.880498387   -4.742233766    5.624690491
  -19.876962943   -4.731039367    1.966460510
  -19.873427498   -4.723360465    3.179263420
  -19.869892053   -4.709582892    4.340224109
  -19.866356608   -4.696565143    2.122286616
  -19.862821164   -4.701994913   -5.760781999
  -19.859285719   -4.737263116  -14.032258552
  -19.855750274   -4.797023066  -18.974191283
  -19.852214830   -4.863507790  -17.393556376
  -19.848679385   -4.913223897   -9.791697134
  -19.845143940   -4.927672668    2.317734942
  -19.841608495   -4.894409567   16.560841279
  -19.838073051   -4.812872085   29.311229735
  -19.834537606   -4.691111915   38.702489706
  -19.831002161   -4.547618778   41.017325579
  -19.827466717   -4.409964151   35.877469370
  -19.823931272   -4.299392808   26.206160549
  -19.820395827   -4.225460149   15.902068130
  -19.816860382   -4.183264857    8.405224332
  -19.813324938   -4.162857640    3.701920755
  -19.809789493   -4.155114247    0.953340747
  -19.806254048   -4.155633632   -1.069464294
  -19.802718603   -4.162439032   -2.630124036
  -19.799183159   -4.174538415   -4.044677233
  -19.795647714   -4.191158358   -5.702645104
  -19.792112269   -4.215733547   -8.064401427
  -19.788576825   -4.246796713   -9.392793663
  -19.785041380   -4.279240777   -8.543167501
  -19.781505935   -4.301901617   -3.531563291
  -19.777970490   -4.300556852    4.685761392
  -19.774435046   -4.268214022   13.292459898
  -19.770899601   -4.209685427   19.112892624
  -19.767364156   -4.138611396   20.517872810
  -19.763828712   -4.068083387   18.720956766
  -19.760293267   -4.009126075   14.193014571
  -19.756757822   -3.970495899    7.421976664
  -19.753222377   -3.957789891   -0.431317221
  -19.749686933   -3.972713621   -7.501386211
  -19.746151488   -4.005958905  -10.654504907
  -19.742616043   -4.040500955   -7.764576623
  -19.739080599   -4.053991500    0.757516304
  -19.735545154   -4.031949868   11.543604336
  -19.732009709   -3.977245400   18.239887559
  -19.728474264   -3.910230538   18.291002894
  -19.724938820   -3.854878098   12.145635698
  -19.721403375   -3.824301062    5.305156247
  -19.717867930   -3.814680931    0.880265450
  -19.714332485   -3.813082589    0.680329040
  -19.710797041   -3.806458073    3.136764551
  -19.707261596   -3.792379850    4.354286010
  -19.703726151   -3.779481001    2.237032946
  -19.700190707   -3.776361026   -0.426501447
  -19.696655262   -3.780731902   -1.200183744
  -19.693119817   -3.778911975    2.916013673
  -19.689584372   -3.753947592   11.732241914
  -19.686048928   -3.694661513   21.925921092
  -19.682513483   -3.601689387   29.951714266
  -19.678978038   -3.489098009   32.855147898
  -19.675442594   -3.376822549   29.966685021
  -19.671907149   -3.281653426   23.570070833
  -19.668371704   -3.211684345   16.039438441
  -19.664836259   -3.164246142   11.109528880
  -19.661300815   -3.129812005    8.775383992
  -19.657765370   -3.098575080    8.993236758
  -19.654229925   -3.067954737    7.771396631
  -19.650694480   -3.048684369    2.151456058
  -19.647159036   -3.059180028   -8.806639378
  -19.643623591   -3.113106098  -21.515087109
  -19.640088146   -3.207356675  -30.862244132
  -19.636552702   -3.322299268  -32.463779431
  -19.633017257   -3.424707649  -24.122951475
  -19.629481812   -3.481419897   -6.907128991
  -19.625946367   -3.471248791   12.580703562
  -19.622410923   -3.397764107   27.635583953
  -19.618875478   -3.287653808   32.598225084
  -19.615340033   -3.181157443   25.795589444
  -19.611804589   -3.113751928   11.829091068
  -19.608269144   -3.096374241   -1.001160811
  -19.604733699   -3.111188291   -5.611804957
  -19.601198254   -3.124820993   -1.028454595
  -19.597662810   -3.114047124    7.238961543
  -19.594127365   -3.077422644   12.360626078
  -19.590591920   -3.036083784    9.702343473
  -19.587056475   -3.014877897    1.826256454
  -19.583521031   -3.025291811   -7.430153662
  -19.579985586   -3.065330364  -14.884344434
  -19.576450141   -3.127483966  -19.994631356
  -19.572914697   -3.203243314  -22.439039432
  -19.569379252   -3.281900528  -21.297643275
  -19.565843807   -3.348408936  -15.440431594
  -19.562308362   -3.387236277   -6.434708453
  -19.558772918   -3.394012490    2.126241934
  -19.555237473   -3.379796125    4.870727930
  -19.551702028   -3.367253339    1.377103084
  -19.548166584   -3.375036019   -6.080465659
  -19.544631139   -3.409739421  -12.714660329
  -19.541095694   -3.457232268  -12.965129929
  -19.537560249   -3.491961250   -5.502263934
  -19.534024805   -3.490950992    6.286194415
  -19.530489360   -3.449038089   16.278727905
  -19.526953915   -3.384172339   18.592719787
  -19.523418470   -3.331281067    9.653957315
  -19.519883026   -3.326069639   -7.704379077
  -19.516347581   -3.387795544  -26.918495160
  -19.512812136   -3.509093437  -40.205526959
  -19.509276692   -3.659385753  -42.941132995
  -19.505741247   -3.798978262  -34.572108427
  -19.502205802   -3.896100352  -19.870070034
  -19.498670357   -3.939159840   -4.855337592
  -19.495134913   -3.934405240    6.390285241
  -19.491599468   -3.899618907   12.326792614
  -19.488064023   -3.852647527   13.546296436
  -19.484528579   -3.806841955   12.331569079
  -19.480993134   -3.766316046   10.731604652
  -19.477457689   -3.730472195    9.641537844
  -19.473922244   -3.696879616    9.700030841
  -19.470386800   -3.660649887   10.891697145
  -19.466851355   -3.618447285   13.008857118
  -19.463315910   -3.568198056   15.192883785
  -19.459780466   -3.513178481   15.250199486
  -19.456245021   -3.463843933   11.796541142
  -19.452709576   -3.434872564    4.362568488
  -19.449174131   -3.434652141   -4.034443865
  -19.445638687   -3.459798569   -9.354972162
  -19.442103242   -3.492165328   -7.838902333
  -19.438567797   -3.507458573   -0.228062424
  -19.435032352   -3.490801308    9.441985927
  -19.431496908   -3.447476678   13.940479529
  -19.427961463   -3.402130459   10.300469676
  -19.424426018   -3.382553795   -0.234527665
  -19.420890574   -3.402818611  -10.750610685
  -19.417355129   -3.451499183  -15.471569121
  -19.413819684   -3.499982730  -10.479966572
  -19.410284239   -3.518586082    0.706706037
  -19.406748795   -3.494303710   12.756949054
  -19.403213350   -3.435061606   19.562626698
  -19.399677905   -3.364219399   19.079619824
  -19.396142461   -3.308431376   11.569321492
  -19.392607016   -3.285954374    0.721232737
  -19.389071571   -3.303124550  -10.217707711
  -19.385536126   -3.354746020  -18.609981904
  -19.382000682   -3.430516123  -23.679109274
  -19.378465237   -3.518541638  -25.536767483
  -19.374929792   -3.605051989  -22.679920751
  -19.371394347   -3.673229483  -15.358298235
  -19.367858903   -3.708537162   -4.412100123
  -19.364323458   -3.702824204    7.528245098
  -19.360788013   -3.659781214   16.329659149
  -19.357252569   -3.593117438   20.317907856
  -19.353717124   -3.522560728   18.671969190
  -19.350181679   -3.466066105   12.862785800
  -19.346646234   -3.433578421    5.575957194
  -19.343110790   -3.423816131    0.412121748
  -19.339575345   -3.427814238   -2.045696718
  -19.336039900   -3.436294411   -2.510830966
  -19.332504456   -3.445339324   -2.661353067
  -19.328969011   -3.454441458   -2.544932949
  -19.325433566   -3.463024399   -1.789432028
  -19.321898121   -3.464507489    1.195735497
  -19.318362677   -3.452705718    5.594851261
  -19.314827232   -3.425881726    9.245442420
  -19.311291787   -3.390038945   10.547433759
  -19.307756342   -3.354121299    9.450634543
  -19.304220898   -3.324185833    7.535490577
  -19.300685453   -3.301265454    5.371348868
  -19.297150008   -3.286832075    2.705574125
  -19.293614564   -3.284100150   -1.376844665
  -19.290079119   -3.299765968   -7.681352404
  -19.286543674   -3.339866895  -14.884656588
  -19.283008229   -3.402723528  -20.065466284
  -19.279472785   -3.477371471  -21.097077647
  -19.275937340   -3.545340406  -16.330382461
  -19.272401895   -3.588126625   -7.340017616
  -19.268866451   -3.597137303    2.003007265
  -19.265331006   -3.577260165    8.496973336
  -19.261795561   -3.543375846    9.844387233
  -19.258260116   -3.512515677    7.022600633
  -19.254724672   -3.496668826    1.860304164
  -19.251189227   -3.501135795   -4.523628425
  -19.247653782   -3.528341524  -10.760195216
  -19.244118337   -3.574543966  -14.574984103
  -19.240582893   -3.626350747  -13.368222504
  -19.237047448   -3.659152475   -3.932691472
  -19.233512003   -3.648114699   10.726483380
  -19.229976559   -3.584060907   24.637625503
  -19.226441114   -3.484391586   29.837334483
  -19.222905669   -3.389301607   21.851827275
  -19.219370224   -3.342624063    3.452147882
  -19.215834780   -3.367209785  -16.732384060
  -19.212299335   -3.450935311  -28.551554538
  -19.208763890   -3.554684063  -27.792897900
  -19.205228446   -3.635507453  -16.510261851
  -19.201693001   -3.667758384   -1.698835756
  -19.198157556   -3.651959715    9.750911225
  -19.194622111   -3.606225364   14.904017246
  -19.191086667   -3.552331274   15.400337937
  -19.187551222   -3.498710760   15.024566198
  -19.184015777   -3.445994033   14.577440360
  -19.180480333   -3.397529397   12.168667537
  -19.176944888   -3.364980451    5.260978037
  -19.173409443   -3.365238472   -5.802590995
  -19.169873998   -3.407225356  -17.285335384
  -19.166338554   -3.479023654  -21.963912353
  -19.162803109   -3.551995248  -17.642255374
  -19.159267664   -3.593410966   -5.271731934
  -19.155732219   -3.586382582    8.760199151
  -19.152196775   -3.536799197   18.266212164
  -19.148661330   -3.465731376   20.814382852
  -19.145125885   -3.396309326   17.888652841
  -19.141590441   -3.342665158   12.259144069
  -19.138054996   -3.309637144    6.773374379
  -19.134519551   -3.292914096    3.240718718
  -19.130984106   -3.281483087    3.747938138
  -19.127448662   -3.263462333    6.691280278
  -19.123913217   -3.235431204    8.537711925
  -19.120377772   -3.205099137    8.103837712
  -19.116842328   -3.182443698    4.324262670
  -19.113306883   -3.175894850   -0.623679576
  -19.109771438   -3.182693850   -2.577090851
  -19.106235993   -3.188471349   -0.165211570
  -19.102700549   -3.182088911    3.595236051
  -19.099165104   -3.167097663    3.986780443
  -19.095629659   -3.161739967   -1.950414249
  -19.092094214   -3.185293420  -11.734105922
  -19.088558770   -3.241839871  -19.514479043
  -19.085023325   -3.312249673  -18.678674497
  -19.081487880   -3.362524456   -8.624002213
  -19.077952436   -3.366999542    6.277980460
  -19.074416991   -3.321976601   18.292724821
  -19.070881546   -3.247802361   22.225322202
  -19.067346101   -3.173387330   18.793687464
  -19.063810657   -3.118708562   12.060219210
  -19.060275212   -3.085026981    7.541717193
  -19.056739767   -3.061892922    5.937598324
  -19.053204323   -3.042653293    4.757745033
  -19.049668878   -3.027493324    3.466538647
  -19.046133433   -3.020496041    0.373609129
  -19.042597988   -3.025791099   -3.440867482
  -19.039062544   -3.043780694   -6.580805032
  -19.035527099   -3.070722767   -8.541385006
  -19.031991654   -3.103548884  -10.050014459
  -19.028456209   -3.141666673  -11.593384713
  -19.024920765   -3.184814905  -12.703307715
  -19.021385320   -3.230868111  -13.412935296
  -19.017849875   -3.277364753  -12.480356469
  -19.014314431   -3.315467264   -8.691607533
  -19.010778986   -3.336776267   -3.233437545
  -19.007243541   -3.337924908    2.249327535
  -19.003708096   -3.325061125    4.509538361
  -19.000172652   -3.311097578    2.553115667
  -18.996637207   -3.309999553   -2.119398535
  -18.993101762   -3.324049779   -5.402092948
  -18.989566318   -3.342523837   -4.202822790
  -18.986030873   -3.349588190    0.503267088
  -18.982495428   -3.338519426    5.708021347
  -18.978959983   -3.310363570    9.787151630
  -18.975424539   -3.272141139   11.686811575
  -18.971889094   -3.228636658   13.093562576
  -18.968353649   -3.180250865   14.313020719
  -18.964818204   -3.127938524   14.829356952
  -18.961282760   -3.079054988   12.105569464
  -18.957747315   -3.045822771    6.135570906
  -18.954211870   -3.036029658   -0.776972822
  -18.950676426   -3.051065414   -7.382656812
  -18.947140981   -3.084581408  -11.074388558
  -18.943605536   -3.126192441  -12.219810530
  -18.940070091   -3.168442237  -11.515636124
  -18.936534647   -3.207147818  -10.108251220
  -18.932999202   -3.239459639   -8.025788192
  -18.929463757   -3.261879103   -4.497536087
  -18.925928313   -3.269053154    0.937953455
  -18.922392868   -3.253961293    7.701930617
  -18.918857423   -3.215169372   13.885647978
  -18.915321978   -3.159458944   16.948175531
  -18.911786534   -3.099023394   16.751762020
  -18.908251089   -3.044722342   13.708738619
  -18.904715644   -3.004104718    8.953379609
  -18.901180200   -2.982898217    2.757097643
  -18.897644755   -2.987284322   -5.556552334
  -18.894109310   -3.024705932  -15.781670294
  -18.890573865   -3.098431728  -25.528296030
  -18.887038421   -3.199890609  -31.112133920
  -18.883502976   -3.309669187  -29.780677387
  -18.879967531   -3.402122740  -21.369318985
  -18.876432086   -3.456415405   -9.092866179
  -18.872896642   -3.468917440    1.339197442
  -18.869361197   -3.452264493    6.878218143
  -18.865825752   -3.428282094    5.605657552
  -18.862290308   -3.418239744   -0.403696594
  -18.858754863   -3.430621523   -6.419167745
  -18.855219418   -3.460358274   -9.356286231
  -18.851683973   -3.491533818   -7.562428732
  -18.848148529   -3.510561195   -2.856789110
  -18.844613084   -3.512537701    1.683205695
  -18.841077639   -3.499474346    5.421576966
  -18.837542195   -3.475509423    8.205295833
  -18.834006750   -3.440759083   11.559240778
  -18.830471305   -3.392111647   16.005115554
  -18.826935860   -3.327822428   20.037564214
  -18.823400416   -3.256202063   19.719183787
  -18.819864971   -3.195934943   13.282098324
  -18.816329526   -3.168803197    1.465992609
  -18.812794081   -3.187565516  -11.736749732
  -18.809258637   -3.247246195  -21.031818118
  -18.805723192   -3.327424107  -22.840116876
  -18.802187747   -3.400814379  -17.477260211
  -18.798652303   -3.445517267   -7.554091073
  -18.795116858   -3.455080043    1.568279760
  -18.791581413   -3.439397339    6.368599396
  -18.788045968   -3.417428342    4.894142169
  -18.784510524   -3.412139446   -2.820440945
  -18.780975079   -3.442667984  -14.825554541
  -18.777439634   -3.517631258  -27.123860550
  -18.773904190   -3.628956298  -34.388779952
  -18.770368745   -3.749957973  -32.729931543
  -18.766833300   -3.849669877  -22.368233783
  -18.763297855   -3.903431862   -7.656221305
  -18.759762411   -3.904886431    6.051778392
  -18.756226966   -3.866546857   14.604857986
  -18.752691521   -3.810461330   16.260264750
  -18.749156076   -3.757095950   13.296856276
  -18.745620632   -3.717750300    9.091873417
  -18.742085187   -3.691523550    6.301256170
  -18.738549742   -3.669856059    6.352330001
  -18.735014298   -3.642861328    9.022686348
  -18.731478853   -3.606465854   11.261970573
  -18.727943408   -3.568904848    8.974690721
  -18.724407963   -3.550901633    0.316072502
  -18.720872519   -3.571014683  -11.899227121
  -18.717337074   -3.633080413  -22.134957539
  -18.713801629   -3.718663165  -24.979286932
  -18.710266185   -3.798979012  -19.142837271
  -18.706730740   -3.848207982   -8.247819127
  -18.703195295   -3.857105348    2.894836600
